# OpenSignals Text File Format. Version 1
# {"00:07:80:8C:AD:C9": {"position": 0, "device": "biosignalsplux", "device name": "00:07:80:8C:AD:C9", "device connection": "BTH00:07:80:8C:AD:C9", "sampling rate": 1000, "resolution": [16, 16, 16], "firmware version": 776, "comments": "", "keywords": "", "mode": 0, "sync interval": 2, "date": "2023-6-9", "time": "10:38:15.614", "channels": [1, 2, 3], "sensor": ["XYZ", "XYZ", "XYZ"], "label": ["CH1", "CH2", "CH3"], "column": ["nSeq", "DI", "CH1", "CH2", "CH3"], "special": [{"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}, {"SpO2": [80, 40, 5, 4, 3, 3]}], "digital IO": [0, 1], "sleeve color": ["", "", ""], "convertedValues": 0}}
# EndOfHeader
0	0	31969	32775	39412	
1	0	32012	32773	39484	
2	0	32000	32808	39540	
3	0	32010	32804	39471	
4	0	31994	32768	39408	
5	0	31968	32769	39460	
6	0	31957	32741	39312	
7	0	31920	32718	39236	
8	0	31885	32720	39244	
9	0	31873	32709	39212	
10	0	31881	32677	39192	
11	0	31888	32676	39272	
12	0	31935	32696	39256	
13	0	31918	32693	39312	
14	0	31948	32712	39296	
15	0	31936	32716	39280	
16	0	31968	32752	39343	
17	0	31956	32744	39380	
18	0	31937	32750	39295	
19	0	31936	32752	39343	
20	0	31967	32762	39424	
21	0	31953	32796	39425	
22	0	31995	32832	39473	
23	0	32000	32824	39508	
24	0	31988	32841	39376	
25	0	31982	32800	39414	
26	0	31933	32792	39385	
27	0	31896	32768	39304	
28	0	31849	32760	39336	
29	0	31839	32746	39286	
30	0	31848	32730	39336	
31	0	31846	32727	39312	
32	0	31858	32744	39320	
33	0	31892	32754	39360	
34	0	31909	32762	39394	
35	0	31928	32750	39332	
36	0	31944	32734	39394	
37	0	31940	32738	39448	
38	0	31951	32768	39460	
39	0	31950	32761	39500	
40	0	31976	32776	39450	
41	0	31985	32794	39572	
42	0	32024	32804	39504	
43	0	32007	32796	39458	
44	0	31996	32788	39392	
45	0	31981	32806	39416	
46	0	31935	32791	39320	
47	0	31903	32752	39304	
48	0	31864	32736	39296	
49	0	31860	32728	39162	
50	0	31880	32721	39284	
51	0	31912	32736	39312	
52	0	31902	32730	39392	
53	0	31924	32725	39406	
54	0	31952	32758	39428	
55	0	31964	32736	39384	
56	0	31977	32748	39408	
57	0	31946	32753	39348	
58	0	31970	32776	39464	
59	0	31956	32786	39472	
60	0	31965	32792	39514	
61	0	32004	32808	39536	
62	0	32010	32826	39588	
63	0	32010	32844	39451	
64	0	31984	32832	39456	
65	0	31970	32815	39424	
66	0	31936	32786	39346	
67	0	31965	32777	39372	
68	0	31952	32740	39300	
69	0	31898	32742	39241	
70	0	31872	32752	39303	
71	0	31879	32752	39368	
72	0	31916	32726	39325	
73	0	31879	32756	39372	
74	0	31914	32758	39396	
75	0	31904	32768	39361	
76	0	31913	32752	39509	
77	0	31918	32763	39401	
78	0	31886	32756	39328	
79	0	31908	32789	39413	
80	0	31921	32789	39416	
81	0	31964	32800	39506	
82	0	31975	32808	39567	
83	0	31989	32804	39552	
84	0	31988	32792	39496	
85	0	31964	32761	39492	
86	0	31950	32760	39346	
87	0	31924	32760	39336	
88	0	31872	32740	39292	
89	0	31856	32728	39280	
90	0	31869	32728	39306	
91	0	31894	32736	39360	
92	0	31900	32736	39319	
93	0	31906	32748	39351	
94	0	31908	32768	39352	
95	0	31908	32757	39352	
96	0	31916	32764	39356	
97	0	31936	32756	39420	
98	0	31921	32777	39392	
99	0	31940	32794	39392	
100	0	31972	32805	39448	
101	0	31994	32807	39482	
102	0	32000	32816	39504	
103	0	31989	32852	39509	
104	0	31972	32864	39536	
105	0	31938	32852	39471	
106	0	31930	32839	39444	
107	0	31896	32818	39329	
108	0	31861	32768	39281	
109	0	31831	32728	39264	
110	0	31824	32761	39304	
111	0	31854	32724	39342	
112	0	31892	32732	39460	
113	0	31893	32770	39405	
114	0	31894	32734	39449	
115	0	31903	32752	39392	
116	0	31901	32732	39393	
117	0	31904	32758	39403	
118	0	31936	32746	39455	
119	0	31940	32766	39448	
120	0	31960	32745	39501	
121	0	31953	32748	39472	
122	0	31960	32813	39540	
123	0	31988	32800	39488	
124	0	31968	32784	39400	
125	0	31966	32761	39441	
126	0	31914	32760	39392	
127	0	31889	32764	39235	
128	0	31874	32726	39216	
129	0	31873	32696	39248	
130	0	31876	32696	39214	
131	0	31892	32686	39296	
132	0	31906	32696	39360	
133	0	31904	32734	39356	
134	0	31921	32716	39356	
135	0	31935	32734	39389	
136	0	31924	32744	39374	
137	0	31901	32724	39386	
138	0	31924	32774	39374	
139	0	31951	32781	39337	
140	0	32006	32753	39437	
141	0	31991	32788	39488	
142	0	32014	32812	39443	
143	0	32010	32804	39448	
144	0	31996	32794	39457	
145	0	32008	32824	39381	
146	0	31968	32773	39344	
147	0	31912	32768	39236	
148	0	31916	32729	39225	
149	0	31880	32716	39256	
150	0	31924	32710	39329	
151	0	31922	32726	39365	
152	0	31944	32728	39364	
153	0	31952	32736	39288	
154	0	31944	32736	39368	
155	0	31940	32753	39372	
156	0	31916	32738	39368	
157	0	31937	32757	39316	
158	0	31940	32760	39362	
159	0	31952	32753	39352	
160	0	31973	32760	39384	
161	0	32000	32796	39540	
162	0	32034	32824	39452	
163	0	32028	32804	39472	
164	0	31985	32813	39438	
165	0	31975	32782	39440	
166	0	31960	32772	39349	
167	0	31944	32764	39301	
168	0	31904	32746	39272	
169	0	31908	32724	39296	
170	0	31876	32732	39288	
171	0	31912	32729	39326	
172	0	31928	32772	39312	
173	0	31936	32756	39348	
174	0	31936	32778	39350	
175	0	31932	32772	39384	
176	0	31980	32775	39408	
177	0	31960	32758	39394	
178	0	31956	32764	39380	
179	0	31980	32785	39398	
180	0	31997	32788	39492	
181	0	32012	32814	39483	
182	0	32013	32832	39486	
183	0	32018	32832	39457	
184	0	31992	32820	39506	
185	0	31988	32824	39396	
186	0	31981	32792	39298	
187	0	31980	32775	39229	
188	0	31937	32732	39204	
189	0	31932	32716	39177	
190	0	31908	32716	39223	
191	0	31922	32714	39328	
192	0	31932	32746	39330	
193	0	31945	32748	39280	
194	0	31948	32728	39332	
195	0	31942	32740	39340	
196	0	31948	32727	39326	
197	0	31966	32738	39365	
198	0	31972	32737	39376	
199	0	31978	32742	39401	
200	0	31984	32746	39432	
201	0	31983	32768	39439	
202	0	32012	32796	39537	
203	0	32008	32824	39431	
204	0	31988	32812	39392	
205	0	31980	32804	39428	
206	0	31936	32816	39388	
207	0	31908	32796	39316	
208	0	31893	32762	39262	
209	0	31872	32744	39231	
210	0	31855	32752	39321	
211	0	31874	32760	39276	
212	0	31887	32753	39380	
213	0	31892	32768	39337	
214	0	31916	32768	39341	
215	0	31916	32775	39360	
216	0	31912	32783	39415	
217	0	31925	32776	39372	
218	0	31936	32756	39390	
219	0	31935	32772	39376	
220	0	31946	32799	39465	
221	0	31953	32804	39473	
222	0	31966	32802	39472	
223	0	31991	32824	39480	
224	0	31968	32831	39424	
225	0	31961	32832	39400	
226	0	31936	32810	39360	
227	0	31908	32780	39284	
228	0	31878	32756	39232	
229	0	31850	32738	39237	
230	0	31878	32706	39304	
231	0	31901	32722	39375	
232	0	31884	32722	39342	
233	0	31881	32748	39432	
234	0	31896	32747	39416	
235	0	31921	32747	39438	
236	0	31927	32717	39396	
237	0	31937	32744	39364	
238	0	31916	32756	39416	
239	0	31941	32742	39428	
240	0	31952	32763	39399	
241	0	31969	32777	39513	
242	0	31974	32773	39616	
243	0	31968	32792	39534	
